Number,Region,AreaName,EncounterRate
214,Sinnoh,Road 215,5
214,Sinnoh,Road 218,5
214,Sinnoh,Road 221,5
214,Sinnoh,Road 222,5
214,Sinnoh,Valley Windworks,5
214,Unova,Lostlorn Forest,10
214,Unova,Lostlorn Forest (Hidden Grotto),4
214,Unova,Road 12,30
215,Alola,Mount Lanakila Cave,20
215,Alola,Mount Lanakila Outside,20
215,Johto,Ice Path (B1F),1
215,Johto,Ice Path (B2F),5
215,Johto,Ice Path (B3F),10
215,Johto,Mount Silver (1F top),20
215,Johto,Mount Silver (4F),20
215,Johto,Mount Silver (outside),10
215,Johto,Mount Silver (top),20
215,Kalos,Friend Safari (Dark),33
215,Kalos,Friend Safari (Ice),33
215,Kalos,Road 17,29
215,Kanto,Icefall Cave (1F),5
215,Kanto,Icefall Cave (B1F),5
215,Kanto,Road 28,10
215,Sinnoh,Acuity Lakefront,51
215,Sinnoh,Lake Acuity,33
215,Sinnoh,Road 216,35
215,Sinnoh,Road 217,51
215,Sinnoh,Snowpoint Temple (1F),35
215,Sinnoh,Snowpoint Temple (B1F),35
215,Sinnoh,Snowpoint Temple (B2F),35
215,Sinnoh,Snowpoint Temple (B3F),35
215,Sinnoh,Snowpoint Temple (B4F),35
215,Sinnoh,Snowpoint Temple (B5F),35
215,Unova,Giant Chasm,20
215,Unova,Giant Chasm (Hidden Grotto),10
215,Unova,Giant Chasm (forest cave),10
216,Hoenn,Safari Zone (expansion north),30
216,Johto,Dark Cave (Blackthorn City entrance),5
216,Johto,Dark Cave (Violet City entrance),5
216,Johto,Mount Silver (1F top),10
216,Johto,Mount Silver (1F),10
216,Johto,Mount Silver (3F),10
216,Johto,Mount Silver (mountainside),10
216,Johto,Road 45,10
216,Kalos,Friend Safari (Normal),33
216,Kanto,Altering Cave (E),100
216,Sinnoh,Acuity Lakefront,8
216,Sinnoh,Lake Acuity,8
216,Sinnoh,"Road 211 (east, towards Celestic Town)",8
216,Sinnoh,"Road 211 (west, towards Eterna City)",8
217,Johto,Dark Cave (Blackthorn City entrance),25
217,Johto,Mount Silver (1F top),20
217,Johto,Mount Silver (1F),90
217,Johto,Mount Silver (2F),60
217,Johto,Mount Silver (3F),20
217,Johto,Mount Silver (4F),20
217,Johto,Mount Silver (mountainside),10
217,Johto,Mount Silver (outside),60
217,Johto,Mount Silver (top),20
217,Kalos,Road 21,50
217,Kanto,Road 28,60
217,Kanto,Victory Road 1 (1F),20
217,Kanto,Victory Road 1 (2F),20
217,Kanto,Victory Road 1 (3F),20
217,Sinnoh,Acuity Lakefront,8
217,Sinnoh,Lake Acuity,8
217,Sinnoh,Road 216,8
217,Sinnoh,Road 217,8
218,Hoenn,Fiery Path,10
218,Hoenn,Road 113,25
218,Kalos,Friend Safari (Fire),33
218,Kalos,Road 13,34
218,Kanto,Mount Ember (B1F),30
218,Kanto,Mount Ember (B2F),60
218,Kanto,Mount Ember (B3F),100
218,Kanto,Road 16,15
218,Kanto,Road 17,45
218,Kanto,Road 18,15
218,Sinnoh,Stark Mountain entrance,21
218,Sinnoh,Stark Mountain main cavern,21
219,Alola,Ultra Space Wilds Cave,15
219,Kalos,Friend Safari (Rock),33
219,Kanto,Mount Ember (B3F),10
219,Sinnoh,Stark Mountain entrance,30
219,Sinnoh,Stark Mountain main cavern,40
220,Johto,Ice Path (1F),100
220,Johto,Ice Path (B1F),100
220,Johto,Ice Path (B2F),100
220,Johto,Ice Path (B3F),100
220,Kanto,Icefall Cave (1F),50
220,Kanto,Icefall Cave (B1F),50
220,Sinnoh,Acuity Lakefront,35
220,Sinnoh,Road 217,40
221,Kalos,Friend Safari (Ice),33
221,Kalos,Frost Cavern (unknown area 314),20
221,Kalos,Frost Cavern (unknown area 315),20
221,Kalos,Frost Cavern (unknown area 316),20
221,Kalos,Frost Cavern (unknown area 317),20
221,Sinnoh,Road 217,22
221,Unova,Giant Chasm,25
221,Unova,Giant Chasm (forest cave),60
221,Unova,Giant Chasm (forest),60
222,Alola,Alola Route 9 Main,15
222,Alola,Hauoli City Beachfront,40
222,Alola,Melemele Sea Area,30
222,Hoenn,Ever Grande City,15
222,Hoenn,Road 128,15
222,Johto,Cherrygrove City,80
222,Johto,Cianwood City,80
222,Johto,Olivine City,80
222,Johto,Road 34,80
222,Johto,Road 40,80
222,Johto,Union Cave (B2F),80
222,Kalos,Friend Safari (Rock),33
222,Kalos,Road 12,60
222,Kanto,Road 19,80
222,Sinnoh,Road 230,40
222,Unova,Humilau City,30
222,Unova,Road 13,30
222,Unova,Road 18,5
222,Unova,Undella Town,30
222,Unova,Unova Route 18 (Hidden Grotto),38
223,Alola,Alola Route 8 Main,20
223,Alola,Hauoli City Beachfront,45
223,Alola,Kalae Bay Area,55
223,Alola,Melemele Sea Area,45
223,Hoenn,Safari Zone (expansion south),79
223,Johto,Road 44,100
223,Kalos,Azure Bay,65
223,Kalos,Road 12,65
223,Kalos,Shalour City,65
223,Kanto,Five Isle Meadow,40
223,Kanto,Green Path,40
223,Kanto,Memorial Pillar,40
223,Kanto,Outcast Island,40
223,Kanto,Resort Gorgeous,40
223,Kanto,Tanoby Ruins,40
223,Kanto,Trainer Tower,40
223,Kanto,Water Labyrinth,40
223,Kanto,Water Path,40
223,Sinnoh,Pastoria City,45
223,Sinnoh,"Road 212 (east, towards Pastoria City)",45
223,Sinnoh,Road 213,45
223,Sinnoh,Road 222,45
223,Sinnoh,Road 223,45
223,Sinnoh,Road 224,45
223,Sinnoh,Road 230,45
223,Sinnoh,Sinnoh League,45
223,Sinnoh,Sunyshore City,45
223,Unova,Road 21,100
223,Unova,Undella Bay,85
223,Unova,Undella Town,55
224,Alola,Alola Route 8 Main,30
224,Alola,Hauoli City Beachfront,30
224,Alola,Kalae Bay Area,30
224,Alola,Melemele Sea Area,30
224,Hoenn,Safari Zone (expansion south),1
224,Kalos,Azure Bay,35
224,Kalos,Friend Safari (Water),33
224,Kalos,Road 12,35
224,Kalos,Shalour City,35
224,Sinnoh,Pastoria City,45
224,Sinnoh,"Road 212 (east, towards Pastoria City)",45
224,Sinnoh,Road 213,45
224,Sinnoh,Road 222,45
224,Sinnoh,Road 223,20
224,Sinnoh,Road 224,45
224,Sinnoh,Road 230,15
224,Sinnoh,Sinnoh League,45
224,Sinnoh,Sunyshore City,45
224,Unova,Road 21,5
224,Unova,Undella Bay,15
224,Unova,Undella Town,15
225,Alola,Alola Route 3 North,10
225,Alola,Seaward Cave Area,30
225,Johto,Ice Path (1F),60
225,Johto,Ice Path (B1F),60
225,Johto,Ice Path (B2F),60
225,Johto,Ice Path (B3F),60
225,Kalos,Friend Safari (Ice),33
225,Kalos,Road 17,40
225,Kanto,Icefall Cave (1F),5
225,Kanto,Icefall Cave (B1F),5
225,Sinnoh,Road 216,40
225,Sinnoh,Road 217,40
225,Unova,Giant Chasm,10
225,Unova,Giant Chasm (forest cave),10
225,Unova,Giant Chasm (forest),10
225,Unova,Giant Chasm (outside),10
225,Unova,Road 22,10
226,Johto,Road 41,10
226,Kanto,Tanoby Ruins,5
226,Kanto,Trainer Tower,5
226,Unova,Road 21,5
226,Unova,Undella Bay,15
226,Unova,Undella Town,10
227,Alola,Alola Route 10 Area,30
227,Alola,Alola Route 17 Northeast,15
227,Alola,Mount Hokulani Main,10
227,Alola,Mount Hokulani West,10
227,Alola,Vast Poni Canyon Outside,10
227,Hoenn,Road 113,5
227,Johto,Road 45,10
227,Kalos,Friend Safari (Steel),33
227,Kanto,Sevault Canyon,5
227,Sinnoh,Road 227,5
227,Sinnoh,Stark Mountain exterior,5
227,Unova,Reversal Mountain (unknown area 48),20
228,Hoenn,Safari Zone (expansion north),5
228,Kalos,Road 10,35
228,Kanto,Altering Cave (D),100
228,Kanto,Road 7,20
228,Sinnoh,Road 214,41
228,Sinnoh,Valor Lakefront,20
229,Alola,Alola Route 12 Area,20
229,Sinnoh,Road 214,22
229,Sinnoh,Road 215,22
230,Unova,P2 Laboratory,5
230,Unova,Road 17,5
230,Unova,Road 18,5
231,Hoenn,Safari Zone (NE/acro bike area),30
231,Johto,Mount Silver (1F top),10
231,Johto,Mount Silver (1F),10
231,Johto,Mount Silver (3F),10
231,Johto,Mount Silver (mountainside),10
231,Johto,Road 45,10
231,Johto,Road 46,5
231,Kalos,Friend Safari (Ground),33
231,Kanto,Canyon Entrance,15
231,Kanto,Sevault Canyon,20
231,Sinnoh,Road 207,40
232,Hoenn,Mirage Mountain (North East of Route 125),30
232,Hoenn,Mirage Mountain (North of Lilycove),30
232,Hoenn,Mirage Mountain (South of Route 131),30
232,Hoenn,Mirage Mountain (West of Route 104),30
232,Johto,Mount Silver (1F top),20
232,Johto,Mount Silver (1F),30
232,Johto,Mount Silver (2F),60
232,Johto,Mount Silver (3F),20
232,Johto,Mount Silver (4F),20
232,Johto,Mount Silver (mountainside),10
232,Johto,Mount Silver (outside),60
232,Johto,Mount Silver (top),20
232,Johto,Road 45,25
232,Kanto,Road 28,60
232,Kanto,Victory Road 1 (1F),20
232,Kanto,Victory Road 1 (2F),20
232,Kanto,Victory Road 1 (3F),20
234,Hoenn,Mirage Mountain (West of Route 104),10
234,Hoenn,Safari Zone (expansion south),5
234,Johto,Road 36,15
234,Johto,Road 37,90
234,Johto,Safari Zone Plains,20
234,Kanto,Altering Cave (H),100
234,Sinnoh,Road 207,22
234,Unova,Abundant Shrine,20
235,Alola,Alola Route 2 North,10
235,Alola,Alola Route 2 South,20
235,Hoenn,Artisan Cave,100
235,Johto,Ruins of Alph (outside),10
235,Johto,Safari Zone Plains,20
235,Kalos,Friend Safari (Normal),33
235,Kalos,Road 7,30
235,Kanto,Altering Cave (I),100
235,Sinnoh,Road 208,22
235,Sinnoh,"Road 212 (north, towards Hearthome City)",22
236,Kalos,Friend Safari (Fighting),33
236,Sinnoh,Road 208,22
236,Sinnoh,"Road 211 (west, towards Eterna City)",22
238,Alola,Seaward Cave Area,30
238,Kalos,Frost Cavern (unknown area 313),5
238,Kalos,Frost Cavern (unknown area 314),5
238,Kalos,Frost Cavern (unknown area 315),5
238,Kalos,Frost Cavern (unknown area 316),5
238,Kalos,Frost Cavern (unknown area 317),5
238,Sinnoh,Lake Acuity,40
238,Sinnoh,Snowpoint Temple (1F),10
239,Alola,Alola Route 12 Area,10
239,Alola,Blush Mountain Area,10
239,Alola,Mount Hokulani West,10
239,Hoenn,Mirage Mountain (South of Route 129),40
239,Sinnoh,"Road 205 (south, towards Floaroma Town)",8
239,Sinnoh,Valley Windworks,8
239,Unova,Virbank Complex (inner),50
239,Unova,Virbank Complex (outer),15
240,Alola,Wela Volcano Park Area,15
240,Hoenn,Mirage Mountain (North of Mossdeep),40
240,Sinnoh,Road 227,8
240,Sinnoh,Stark Mountain entrance,8
240,Sinnoh,Stark Mountain exterior,8
240,Sinnoh,Stark Mountain main cavern,8
240,Unova,Virbank Complex (inner),50
240,Unova,Virbank Complex (outer),15
241,Alola,Paniola Ranch Area,20
241,Alola,Poni Plains Center,25
241,Alola,Poni Plains East,25
241,Alola,Poni Plains North,25
241,Alola,Poni Plains West,25
241,Hoenn,Safari Zone (expansion north),5
241,Johto,Road 38,20
241,Johto,Road 39,15
241,Johto,Road 47,20
241,Kalos,Road 12,45
241,Sinnoh,Road 209,20
241,Sinnoh,"Road 210 (south, towards Solaceon Town)",20
242,Alola,Poni Plains Center,15
243,Alola,Ultra Space Wilds Crag,100
243,Alola,Ultra Space Wilds Rocky World,15
243,Hoenn,Trackless Forest Area,100
243,Johto,Wandert durch Johto,25
243,Kanto,Roaming Kanto,25
244,Alola,Ultra Space Wilds Crag,100
244,Alola,Ultra Space Wilds Rocky World,15
244,Hoenn,Trackless Forest Area,100
244,Johto,Wandert durch Johto,25
244,Kanto,Roaming Kanto,25
245,Alola,Ultra Space Wilds Water World,15
245,Alola,Ultra Space Wilds Waterfall,100
245,Hoenn,Trackless Forest Area,100
245,Johto,Bell Tower (1F),100
245,Johto,Wandert durch Johto,10
245,Kanto,Road 25,100
245,Kanto,Roaming Kanto,25
246,Alola,Digletts Tunnel Area,10
246,Johto,Mount Silver (1F top),5
246,Johto,Mount Silver (1F),10
246,Johto,Mount Silver (2F),15
246,Johto,Mount Silver (3F),5
246,Johto,Mount Silver (4F),5
246,Johto,Mount Silver (mountainside),5
246,Johto,Mount Silver (top),18
246,Johto,Safari Zone Mountain,20
246,Kalos,Terminus Cave (unknown area 343),5
246,Kalos,Terminus Cave (unknown area 344),5
246,Kalos,Terminus Cave (unknown area 345),5
246,Kalos,Terminus Cave (unknown area 347),5
246,Kalos,Terminus Cave (unknown area 348),5
246,Kanto,Sevault Canyon,5
246,Sinnoh,Road 206,40
246,Sinnoh,Road 207,22
247,Johto,Mount Silver (3F),5
247,Johto,Mount Silver (top),2
247,Kalos,Friend Safari (Rock),33
247,Kalos,Road 18,40
247,Kalos,Terminus Cave (unknown area 343),20
247,Kalos,Terminus Cave (unknown area 344),20
247,Kalos,Terminus Cave (unknown area 345),20
247,Kalos,Terminus Cave (unknown area 347),20
247,Kalos,Terminus Cave (unknown area 348),20
247,Unova,Road 15,30
248,Unova,Road 15,5
249,Alola,Ultra Space Wilds Water World,15
249,Alola,Ultra Space Wilds Waterfall,100
249,Hoenn,Sea Mauville (Inside),100
249,Johto,Whirl Islands (B2F),100
249,Johto,Whirl Islands (B3F),100
249,Kanto,Navel Rock,100
250,Alola,Ultra Space Wilds Cliff,100
250,Alola,Ultra Space Wilds Cliff World,15
250,Hoenn,Sea Mauville (Inside),100
250,Johto,Bell Tower (roof),100
250,Kanto,Navel Rock,100
251,Johto,Ilex Forest,100
261,Hoenn,Petalburg Woods,30
261,Hoenn,Road 101,45
261,Hoenn,Road 102,30
261,Hoenn,Road 103,60
261,Hoenn,Road 104,40
261,Hoenn,Road 110,20
261,Hoenn,Road 116,28
261,Hoenn,Road 117,30
261,Hoenn,Road 120,20
261,Hoenn,Road 121,20
261,Hoenn,Road 123,20
261,Kanto,Road 1,40
261,Sinnoh,Road 214,22
262,Hoenn,Road 120,30
262,Hoenn,Road 121,20
262,Hoenn,Road 123,20
262,Kalos,Friend Safari (Dark),33
262,Kalos,Road 15,40
262,Sinnoh,Road 214,22
262,Sinnoh,Road 215,22
263,Hoenn,Hoenn Route 104 North Oras,95
263,Hoenn,Hoenn Route 104 South Oras,95
263,Hoenn,Petalburg Woods,35
263,Hoenn,Road 101,95
263,Hoenn,Road 102,60
263,Hoenn,Road 103,60
263,Hoenn,Road 104,50
263,Hoenn,Road 110,20
263,Hoenn,Road 116,60
263,Hoenn,Road 117,60
263,Hoenn,Road 118,30
263,Hoenn,Road 119,30
263,Hoenn,Road 120,20
263,Hoenn,Road 121,20
263,Hoenn,Road 123,20
263,Johto,Bell Tower (10F),20
263,Johto,Bell Tower (2F),20
263,Johto,Bell Tower (3F),20
263,Johto,Bell Tower (4F),20
263,Johto,Bell Tower (5F),20
263,Johto,Bell Tower (6F),20
263,Johto,Bell Tower (7F),20
263,Johto,Bell Tower (8F),20
263,Johto,Bell Tower (9F),20
263,Johto,Burned Tower (1F),20
263,Johto,Burned Tower (B1F),20
263,Johto,Sprout Tower (2F),20
263,Johto,Sprout Tower (3F),20
263,Johto,Unknown Area; all Rattata,40
263,Kalos,Road 2,15
263,Sinnoh,Road 202,40
264,Hoenn,Road 118,10
264,Hoenn,Road 119,30
264,Hoenn,Road 120,30
264,Hoenn,Road 121,20
264,Hoenn,Road 123,20
264,Johto,Mount Silver (outside),20
264,Johto,Road 30,20
264,Johto,Road 31,20
264,Johto,Road 32,20
264,Johto,Road 34,20
264,Johto,Road 35,20
264,Johto,Road 42,20
264,Johto,Road 43,20
264,Johto,Road 44,20
264,Johto,Road 45,20
264,Johto,Road 47,20
264,Johto,Ruins of Alph (outside),20
264,Kanto,Road 10,20
264,Kanto,Road 13,20
264,Kanto,Road 21,20
264,Kanto,Road 22,20
264,Kanto,Road 24,20
264,Kanto,Road 25,20
264,Kanto,Road 26,20
264,Kanto,Road 27,20
264,Kanto,Road 28,20
264,Kanto,Road 4,20
264,Kanto,Road 6,20
264,Kanto,Road 9,20
265,Hoenn,Petalburg Woods,60
265,Hoenn,Road 101,45
265,Hoenn,Road 102,30
265,Hoenn,Road 104,30
265,Sinnoh,Eterna Forest,85
265,Sinnoh,Floaroma Meadow,45
265,Sinnoh,Fuego Ironworks,45
265,Sinnoh,"Road 204 (north, towards Floaroma Town)",20
265,Sinnoh,"Road 204 (south, towards Jubilife City)",20
265,Sinnoh,"Road 205 (east, towards Eterna City)",45
265,Sinnoh,"Road 205 (south, towards Floaroma Town)",45
265,Sinnoh,Road 206,45
265,Sinnoh,Road 207,45
265,Sinnoh,Road 208,45
265,Sinnoh,Road 209,45
265,Sinnoh,"Road 210 (south, towards Solaceon Town)",45
265,Sinnoh,"Road 210 (west, towards Celestic Town)",45
265,Sinnoh,"Road 211 (east, towards Celestic Town)",45
265,Sinnoh,"Road 212 (east, towards Pastoria City)",45
265,Sinnoh,"Road 212 (north, towards Hearthome City)",45
265,Sinnoh,Road 213,45
265,Sinnoh,Road 214,45
265,Sinnoh,Road 215,45
265,Sinnoh,Road 218,45
265,Sinnoh,Road 221,45
265,Sinnoh,Road 222,45
265,Sinnoh,Valley Windworks,45
266,Hoenn,Petalburg Woods,10
266,Sinnoh,Eterna Forest,40
266,Sinnoh,Floaroma Meadow,20
266,Sinnoh,Fuego Ironworks,20
266,Sinnoh,"Road 205 (east, towards Eterna City)",20
266,Sinnoh,"Road 205 (south, towards Floaroma Town)",20
266,Sinnoh,Road 206,20
266,Sinnoh,Road 207,20
266,Sinnoh,Road 208,20
266,Sinnoh,Road 209,20
266,Sinnoh,"Road 210 (south, towards Solaceon Town)",20
266,Sinnoh,"Road 210 (west, towards Celestic Town)",20
266,Sinnoh,"Road 211 (east, towards Celestic Town)",20
266,Sinnoh,"Road 212 (east, towards Pastoria City)",20
266,Sinnoh,"Road 212 (north, towards Hearthome City)",20
266,Sinnoh,Road 213,20
266,Sinnoh,Road 214,20
266,Sinnoh,Road 215,20
266,Sinnoh,Road 218,20
266,Sinnoh,Road 221,20
266,Sinnoh,Road 222,20
266,Sinnoh,Valley Windworks,20
267,Kalos,Friend Safari (Bug),33
267,Sinnoh,Eterna Forest,2
267,Sinnoh,"Road 205 (east, towards Eterna City)",1
267,Sinnoh,Road 224,21
267,Sinnoh,Road 229,13
267,Sinnoh,Road 230,10
268,Hoenn,Petalburg Woods,10
268,Kalos,Friend Safari (Poison),33
268,Sinnoh,Eterna Forest,40
268,Sinnoh,Floaroma Meadow,20
268,Sinnoh,Fuego Ironworks,20
268,Sinnoh,"Road 205 (east, towards Eterna City)",20
268,Sinnoh,"Road 205 (south, towards Floaroma Town)",20
268,Sinnoh,Road 206,20
268,Sinnoh,Road 207,20
268,Sinnoh,Road 208,20
268,Sinnoh,Road 209,20
268,Sinnoh,"Road 210 (south, towards Solaceon Town)",20
268,Sinnoh,"Road 210 (west, towards Celestic Town)",20
268,Sinnoh,"Road 211 (east, towards Celestic Town)",20
268,Sinnoh,"Road 212 (east, towards Pastoria City)",20
268,Sinnoh,"Road 212 (north, towards Hearthome City)",20
268,Sinnoh,Road 213,20
268,Sinnoh,Road 214,20
268,Sinnoh,Road 215,20
268,Sinnoh,Road 218,20
268,Sinnoh,Road 221,20
268,Sinnoh,Road 222,20
268,Sinnoh,Valley Windworks,20
269,Sinnoh,Eterna Forest,2
269,Sinnoh,"Road 205 (east, towards Eterna City)",1
269,Sinnoh,Road 224,21
269,Sinnoh,Road 229,13
269,Sinnoh,Road 230,10
270,Hoenn,Road 102,35
270,Hoenn,Road 114,35
270,Sinnoh,Road 203,8
270,Sinnoh,"Road 204 (north, towards Floaroma Town)",8
270,Sinnoh,"Road 204 (south, towards Jubilife City)",8
270,Sinnoh,"Road 205 (east, towards Eterna City)",8
270,Sinnoh,"Road 212 (east, towards Pastoria City)",4
271,Alola,Ultra Space Wilds Waterfall,15
271,Hoenn,Road 114,20
271,Kalos,Couriway Town,66
271,Kalos,Pokemon Village,71
271,Kalos,Road 15,66
271,Kalos,Road 16,66
271,Kalos,Road 21,66
271,Kalos,Victory Road (unknown area 327),66
271,Sinnoh,"Road 212 (east, towards Pastoria City)",4
271,Sinnoh,Road 229,8
271,Unova,Unova Route 3 (Hidden Grotto – Pond),5
273,Hoenn,Road 102,35
273,Hoenn,Road 114,35
273,Hoenn,Road 117,1
273,Hoenn,Road 120,1
273,Sinnoh,Eterna Forest,8
273,Sinnoh,Road 203,8
273,Sinnoh,"Road 204 (north, towards Floaroma Town)",8
273,Sinnoh,"Road 204 (south, towards Jubilife City)",8
273,Sinnoh,"Road 210 (south, towards Solaceon Town)",4
274,Alola,Ultra Space Wilds Crag,15
274,Hoenn,Road 114,10
274,Kalos,Friend Safari (Dark),33
274,Sinnoh,"Road 210 (south, towards Solaceon Town)",4
274,Sinnoh,Road 229,8
274,Unova,Nature Sanctuary,60
275,Unova,Nature Sanctuary,5
276,Hoenn,Hoenn Route 104 North Oras,5
276,Hoenn,Petalburg Woods,5
276,Hoenn,Road 104,10
276,Hoenn,Road 115,40
276,Hoenn,Road 116,20
276,Kalos,Road 8,5
277,Alola,Ultra Space Wilds Cliff,15
277,Hoenn,Road 115,10
277,Sinnoh,Road 213,22
277,Unova,Giant Chasm (outside),40
277,Unova,Road 13,40
278,Alola,Akala Outskirts Area,80
278,Alola,Alola Route 1 Hauoli Outskirts,70
278,Alola,Alola Route 7 Area,20
278,Alola,Brooklet Hill North,20
278,Alola,Brooklet Hill South,30
278,Alola,Brooklet Hill Totems Den,20
278,Alola,Hano Beach Area,20
278,Alola,Hauoli City Beachfront,20
278,Alola,Hauoli City Shopping District,20
278,Alola,Kalae Bay Area,60
278,Alola,Melemele Sea Area,20
278,Hoenn,Dewford Town,35
278,Hoenn,Ever Grande City,35
278,Hoenn,Hoenn Route 104 South Oras,5
278,Hoenn,Lilycove City,35
278,Hoenn,Mossdeep City,35
278,Hoenn,Mount Pyre (outside),10
278,Hoenn,Pacifidlog Town,35
278,Hoenn,Road 103,55
278,Hoenn,Road 104,100
278,Hoenn,Road 105,35
278,Hoenn,Road 106,35
278,Hoenn,Road 107,35
278,Hoenn,Road 108,35
278,Hoenn,Road 109,35
278,Hoenn,Road 110,43
278,Hoenn,Road 115,45
278,Hoenn,Road 118,54
278,Hoenn,Road 119,35
278,Hoenn,Road 121,44
278,Hoenn,Road 122,35
278,Hoenn,Road 123,44
278,Hoenn,Road 124,35
278,Hoenn,Road 125,35
278,Hoenn,Road 126,35
278,Hoenn,Road 127,35
278,Hoenn,Road 128,35
278,Hoenn,Road 129,35
278,Hoenn,Road 130,35
278,Hoenn,Road 131,35
278,Hoenn,Road 132,35
278,Hoenn,Road 133,35
278,Hoenn,Road 134,35
278,Hoenn,Slateport City,35
278,Kalos,Azure Bay,60
278,Kalos,Road 12,60
278,Kalos,Road 8,60
278,Kanto,S.S. Anne dock,60
278,Kanto,Vermilion City,60
278,Sinnoh,Canalave City,30
278,Sinnoh,Fuego Ironworks,40
278,Sinnoh,Iron Island area,60
278,Sinnoh,Pastoria City,30
278,Sinnoh,"Road 205 (south, towards Floaroma Town)",30
278,Sinnoh,Road 213,60
278,Sinnoh,Road 218,40
278,Sinnoh,Road 219,30
278,Sinnoh,Road 220,30
278,Sinnoh,Road 221,40
278,Sinnoh,Road 222,40
278,Sinnoh,Road 226,75
278,Sinnoh,Road 229,70
278,Sinnoh,Road 230,5
278,Sinnoh,Sinnoh League,60
278,Sinnoh,Sunyshore City,30
278,Sinnoh,Valley Windworks,30
278,Unova,Road 13,60
278,Unova,Undella Bay,60
278,Unova,Undella Town,60
279,Alola,Alola Route 14 Area,50
279,Alola,Alola Route 15 Main,70
279,Alola,Alola Route 16 East,50
279,Alola,Alola Route 16 Main,50
279,Alola,Alola Route 16 West,30
279,Alola,Ancient Poni Path Area,50
279,Alola,Exeggutor Island Area,30
279,Alola,Poni Breaker Coast Area,20
279,Alola,Poni Gauntlet Area,30
279,Alola,Poni Plains East,20
279,Alola,Poni Wilds Area,50
279,Alola,Secluded Shore Area,20
279,Alola,Tapu Village Area,30
279,Hoenn,Dewford Town,5
279,Hoenn,Ever Grande City,5
279,Hoenn,Lilycove City,5
279,Hoenn,Mossdeep City,5
279,Hoenn,Pacifidlog Town,5
279,Hoenn,Road 103,5
279,Hoenn,Road 104,5
279,Hoenn,Road 105,5
279,Hoenn,Road 106,5
279,Hoenn,Road 107,5
279,Hoenn,Road 108,5
279,Hoenn,Road 109,5
279,Hoenn,Road 110,5
279,Hoenn,Road 115,5
279,Hoenn,Road 118,5
279,Hoenn,Road 119,5
279,Hoenn,Road 121,5
279,Hoenn,Road 122,5
279,Hoenn,Road 123,5
279,Hoenn,Road 124,5
279,Hoenn,Road 125,5
279,Hoenn,Road 126,5
279,Hoenn,Road 127,5
279,Hoenn,Road 128,5
279,Hoenn,Road 129,4
279,Hoenn,Road 130,5
279,Hoenn,Road 131,5
279,Hoenn,Road 132,5
279,Hoenn,Road 133,5
279,Hoenn,Road 134,5
279,Hoenn,Slateport City,5
279,Sinnoh,Canalave City,5
279,Sinnoh,Fuego Ironworks,5
279,Sinnoh,Iron Island area,9
279,Sinnoh,Pastoria City,5
279,Sinnoh,"Road 205 (south, towards Floaroma Town)",5
279,Sinnoh,Road 213,5
279,Sinnoh,Road 218,5
279,Sinnoh,Road 219,5
279,Sinnoh,Road 220,5
279,Sinnoh,Road 221,5
279,Sinnoh,Road 222,6
279,Sinnoh,Road 223,30
279,Sinnoh,Road 224,70
279,Sinnoh,Road 226,60
279,Sinnoh,Road 229,30
279,Sinnoh,Road 230,80
279,Sinnoh,Sinnoh League,65
279,Sinnoh,Sunyshore City,30
279,Sinnoh,Valley Windworks,5
279,Unova,Giant Chasm (outside),40
279,Unova,Road 13,50
279,Unova,Road 22,20
279,Unova,Undella Bay,10
279,Unova,Undella Town,10
279,Unova,Unova Route 22 (Hidden Grotto),20
280,Hoenn,Road 102,5
280,Johto,Road 34,40
280,Kalos,Road 4,10
280,Sinnoh,Road 203,21
280,Sinnoh,"Road 204 (south, towards Jubilife City)",21
280,Sinnoh,Road 208,15
280,Sinnoh,Road 209,46
280,Sinnoh,"Road 212 (north, towards Hearthome City)",10
281,Kalos,Friend Safari (Fairy),33
281,Sinnoh,Road 203,1
281,Sinnoh,"Road 204 (south, towards Jubilife City)",1
281,Sinnoh,Road 209,22
281,Sinnoh,"Road 212 (north, towards Hearthome City)",20
283,Alola,Brooklet Hill North,60
283,Alola,Brooklet Hill South,60
283,Hoenn,Road 102,2
283,Hoenn,Road 111,1
283,Hoenn,Road 114,2
283,Hoenn,Road 117,2
283,Hoenn,Road 120,2
283,Sinnoh,Lake Verity (after Galactic intervention),40
283,Sinnoh,Lake Verity (before Galactic intervention),40
283,Sinnoh,Road 229,95
284,Alola,Malie Garden Area,20
284,Kalos,Friend Safari (Bug),33
284,Kalos,Road 3,66
284,Sinnoh,Road 229,5
285,Hoenn,Petalburg Woods,15
285,Sinnoh,Great Marsh Area 1,10
285,Sinnoh,Great Marsh Area 2,10
285,Sinnoh,Great Marsh Area 3,10
285,Sinnoh,Great Marsh Area 4,10
285,Sinnoh,Great Marsh Area 5,10
285,Sinnoh,Great Marsh Area 6,10
286,Kalos,Friend Safari (Fighting),33
286,Unova,Pinwheel Forest (Hidden Grotto – Inner area),19
287,Hoenn,Petalburg Woods,5
287,Sinnoh,Eterna Forest,40
288,Unova,Pinwheel Forest (inside),30
289,Unova,Pinwheel Forest (inside),5
290,Hoenn,Road 116,35
290,Kalos,Friend Safari (Ground),33
290,Kalos,Road 6,10
290,Sinnoh,Eterna Forest,22
293,Hoenn,Desert Underpass,34
293,Hoenn,Road 116,30
293,Hoenn,Rusturf Tunnel,100
