Number,HeightM,WeightKg,BaseExperience,ArtworkURL,AnimatedGifURL,CaptureRate,BaseHappiness,GenderRate,Genus,FlavorText,Color,Shape,Habitat,EggGroup1,EggGroup2,GrowthRate
564,0.7,16.5,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/564.gif,45,70,1,Prototurtle Pokémon,Tirtouga is considered to be the ancestor of many turtle Pokémon. It was restored to life from a fossil.,Blue,Quadruped,Unknown,Water1,Water3,Medium
565,1.2,81.0,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/565.gif,45,70,1,Prototurtle Pokémon,This Pokémon emerges from the water in search of prey despite the fact that it moves more slowly on land.,Blue,Upright,Unknown,Water1,Water3,Medium
566,0.5,9.5,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/566.gif,45,70,1,First Bird Pokémon,"Archen is said to be the ancestor of bird Pokémon. It lived in treetops, eating berries and bug Pokémon.",Yellow,Wings,Unknown,Flying,Water3,Medium
567,1.4,32.0,177,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/567.gif,45,70,1,First Bird Pokémon,"Though capable of flight, Archeops was apparently better at hunting on the ground.",Yellow,Wings,Unknown,Flying,Water3,Medium
568,0.6,31.0,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/568.gif,190,70,4,Trash Bag Pokémon,This Pokémon was born from a bag stuffed with trash. Galarian Weezing relish the fumes belched by Trubbish.,Green,Humanoid,Unknown,Mineral,,Medium
569,1.9,107.3,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/569.gif,60,70,4,Trash Heap Pokémon,The toxic liquid it launches from its right arm is so virulent that it can kill a weakened creature instantly.,Green,Humanoid,Unknown,Mineral,,Medium
570,0.7,12.5,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/570.gif,75,70,1,Tricky Fox Pokémon,"A once-departed soul, returned to life in Hisui. Derives power from resentment, which rises as energy atop its head and takes on the forms of foes. In this way, Zorua vents lingering malice.",Gray,Quadruped,Unknown,Ground,,Medium Slow
571,1.6,81.1,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/571.gif,45,70,1,Illusion Fox Pokémon,"With its disheveled white fur, it looks like an embodiment of death. Heedless of its own safety, Zoroark attacks its nemeses with a bitter energy so intense, it lacerates Zoroark's own body.",Gray,Upright,Unknown,Ground,,Medium Slow
572,0.4,5.8,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/572.gif,255,70,6,Chinchilla Pokémon,"They pet each other with their tails as a form of greeting. Of the two, the one whose tail is fluffier is a bit more boastful.",Gray,Quadruped,Unknown,Ground,,Fast
573,0.5,7.5,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/573.gif,60,70,6,Scarf Pokémon,A special oil that seeps through their fur helps them avoid attacks. The oil fetches a high price at market.,Gray,Quadruped,Unknown,Ground,,Fast
574,0.4,5.8,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/574.gif,200,70,6,Fixation Pokémon,"Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see.",Purple,Humanoid,Unknown,Humanshape,,Medium Slow
575,0.7,18.0,137,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/575.gif,100,70,6,Manipulate Pokémon,"On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe.",Purple,Humanoid,Unknown,Humanshape,,Medium Slow
576,1.5,44.0,221,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/576.gif,50,70,6,Astral Body Pokémon,A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again.,Purple,Humanoid,Unknown,Humanshape,,Medium Slow
577,0.3,1.0,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/577.gif,200,70,4,Cell Pokémon,Many say that the special liquid covering this Pokémon’s body would allow it to survive in the vacuum of space.,Green,Ball,Unknown,Indeterminate,,Medium Slow
578,0.6,8.0,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/578.gif,100,70,4,Mitosis Pokémon,"Its brain has split into two, and the two halves rarely think alike. Its actions are utterly unpredictable.",Green,Ball,Unknown,Indeterminate,,Medium Slow
579,1.0,20.1,221,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/579.gif,50,70,4,Multiplying Pokémon,"It’s said that drinking the liquid surrounding Reuniclus grants wisdom. Problem is, the liquid is highly toxic to anything besides Reuniclus itself.",Green,Arms,Unknown,Indeterminate,,Medium Slow
580,0.5,5.5,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/580.gif,190,70,4,Water Bird Pokémon,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.",Blue,Wings,Unknown,Water1,Flying,Medium
581,1.3,24.2,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/581.gif,45,70,4,White Bird Pokémon,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,White,Wings,Unknown,Water1,Flying,Medium
582,0.4,5.7,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/582.gif,255,70,4,Fresh Snow Pokémon,"Supposedly, this Pokémon was born from an icicle. It spews out freezing air at −58 degrees Fahrenheit to make itself more comfortable.",White,Blob,Unknown,Mineral,,Slow
583,1.1,41.0,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/583.gif,120,70,4,Icy Snow Pokémon,"It blasts enemies with cold air reaching −148 degrees Fahrenheit, freezing them solid. But it spares their lives afterward—it’s a kind Pokémon.",White,Blob,Unknown,Mineral,,Slow
584,1.3,57.5,241,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/584.gif,45,70,4,Snowstorm Pokémon,People believe this Pokémon formed when two Vanillish stuck together. Its body temperature is roughly 21 degrees Fahrenheit.,White,Heads,Unknown,Mineral,,Slow
585,0.6,19.5,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/585.gif,190,70,4,Season Pokémon,The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.,Pink,Quadruped,Unknown,Ground,,Medium
586,1.9,92.5,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/586.gif,75,70,4,Season Pokémon,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.",Brown,Quadruped,Unknown,Ground,,Medium
587,0.4,5.0,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/587.gif,200,70,4,Sky Squirrel Pokémon,This Pokémon absolutely loves sweet berries. Sometimes it stuffs its cheeks full of so much food that it can’t fly properly.,White,Quadruped,Unknown,Ground,,Medium
588,0.5,5.9,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/588.gif,200,70,4,Clamping Pokémon,It spits a liquid from its mouth to melt through Shelmet’s shell. Karrablast doesn’t eat the shell— it eats only the contents.,Blue,Humanoid,Unknown,Bug,,Medium
589,1.0,33.0,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/589.gif,75,70,4,Cavalry Pokémon,"It charges its enemies, lances at the ready. An image of one of its duels is captured in a famous painting of Escavalier clashing with Sirfetch’d.",Gray,Arms,Unknown,Bug,,Medium
590,0.2,1.0,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/590.gif,190,70,4,Mushroom Pokémon,"The spores released from this Pokémon’s hands are highly poisonous, but when thoroughly dried, the spores can be used as stomach medicine.",White,Arms,Unknown,Plant,,Medium
591,0.6,10.5,162,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/591.gif,75,70,4,Mushroom Pokémon,Amoonguss generally doesn’t move much. It tends to stand still near Poké Balls that have been dropped on the ground.,White,Arms,Unknown,Plant,,Medium
592,1.2,33.0,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/592.gif,190,70,4,Floating Pokémon,Legend has it that the residents of a sunken ancient city changed into these Pokémon.,White,Tentacles,Unknown,Indeterminate,,Medium
593,2.2,135.0,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/593.gif,60,70,4,Floating Pokémon,"Whenever a full moon hangs in the night sky, schools of Jellicent gather near the surface of the sea, waiting for their prey to appear.",White,Tentacles,Unknown,Indeterminate,,Medium
594,1.2,31.6,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/594.gif,75,70,4,Caring Pokémon,The reason it helps Pokémon in a weakened condition is that any Pokémon coming after them may also attack Alomomola.,Pink,Fish,Unknown,Water1,Water2,Fast
595,0.1,0.6,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/595.gif,190,70,4,Attaching Pokémon,Joltik latch on to other Pokémon and suck out static electricity. They’re often found sticking to Yamper’s hindquarters.,Yellow,Armor,Unknown,Bug,,Medium
596,0.8,14.3,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/596.gif,75,70,4,EleSpider Pokémon,"It lays traps of electrified threads near the nests of bird Pokémon, aiming to snare chicks that are not yet good at flying.",Yellow,Armor,Unknown,Bug,,Medium
597,0.6,18.8,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/597.gif,255,70,4,Thorn Seed Pokémon,Mossy caves are their preferred dwellings. Enzymes contained in mosses help Ferroseed’s spikes grow big and strong.,Gray,Ball,Unknown,Plant,Mineral,Medium
598,1.0,110.0,171,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/598.gif,90,70,4,Thorn Pod Pokémon,Its spikes are harder than steel. This Pokémon crawls across rock walls by stabbing the spikes on its feelers into the stone.,Gray,Tentacles,Unknown,Plant,Mineral,Medium
599,0.3,21.0,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/599.gif,130,70,-1,Gear Pokémon,It’s suspected that Klink were the inspiration behind ancient people’s invention of the first gears.,Gray,Heads,Unknown,Mineral,,Medium Slow
600,0.6,51.0,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/600.gif,60,70,-1,Gear Pokémon,Many companies in the Galar region choose Klang as their logo. This Pokémon is considered the symbol of industrial technology.,Gray,Heads,Unknown,Mineral,,Medium Slow
601,0.6,81.0,234,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/601.gif,30,70,-1,Gear Pokémon,The three gears that compose this Pokémon spin at high speed. Its new spiked gear isn’t a living creature.,Gray,Heads,Unknown,Mineral,,Medium Slow
602,0.2,0.3,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/602.gif,190,70,4,EleFish Pokémon,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.",White,Fish,Unknown,Indeterminate,,Slow
603,1.2,22.0,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/603.gif,60,70,4,EleFish Pokémon,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.",Blue,Fish,Unknown,Indeterminate,,Slow
604,2.1,80.5,232,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/604.gif,30,70,4,EleFish Pokémon,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,Blue,Fish,Unknown,Indeterminate,,Slow
605,0.5,9.0,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/605.gif,255,70,4,Cerebral Pokémon,This Pokémon was discovered about 50 years ago. Its highly developed brain enables it to exert its psychic powers.,Blue,Upright,Unknown,Humanshape,,Medium
606,1.0,34.5,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/606.gif,90,70,4,Cerebral Pokémon,"Sometimes found drifting above wheat fields, this Pokémon can control the memories of its opponents.",Brown,Humanoid,Unknown,Humanshape,,Medium
607,0.3,3.1,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/607.gif,190,70,4,Candle Pokémon,"The younger the life this Pokémon absorbs, the brighter and eerier the flame on its head burns.",White,Blob,Unknown,Indeterminate,,Medium Slow
608,0.6,13.0,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/608.gif,90,70,4,Lamp Pokémon,"It lurks in cities, pretending to be a lamp. Once it finds someone whose death is near, it will trail quietly after them.",Black,Arms,Unknown,Indeterminate,,Medium Slow
609,1.0,34.3,234,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/609.gif,45,70,4,Luring Pokémon,"In homes illuminated by Chandelure instead of lights, funerals were a constant occurrence— or so it’s said.",Black,Arms,Unknown,Indeterminate,,Medium Slow
610,0.6,18.0,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/610.gif,75,35,4,Tusk Pokémon,"They play with each other by knocking their large tusks together. Their tusks break sometimes, but they grow back so quickly that it isn’t a concern.",Green,Upright,Unknown,Monster,Dragon,Slow
611,1.0,36.0,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/611.gif,60,35,4,Axe Jaw Pokémon,"Its skin is as hard as a suit of armor. Fraxure’s favorite strategy is to tackle its opponents, stabbing them with its tusks at the same time.",Green,Upright,Unknown,Monster,Dragon,Slow
612,1.8,105.5,243,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/612.gif,45,35,4,Axe Jaw Pokémon,"While usually kindhearted, it can be terrifying if angered. Tusks that can slice through steel beams are how Haxorus deals with its adversaries.",Yellow,Upright,Unknown,Monster,Dragon,Slow
613,0.5,8.5,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/613.gif,120,70,4,Chill Pokémon,"It sniffles before performing a move, using its frosty snot to provide an icy element to any move that needs it.",White,Upright,Unknown,Ground,,Medium
614,2.6,260.0,177,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/614.gif,60,70,4,Freezing Pokémon,"It swims energetically through frigid seas. When it gets tired, it freezes the seawater with its breath so it can rest on the ice.",White,Quadruped,Unknown,Ground,,Medium
615,1.1,148.0,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/615.gif,25,70,-1,Crystallizing Pokémon,"When the weather gets hot, these Pokémon turn into water vapor. Cryogonal are almost never seen during summer.",Blue,Ball,Unknown,Mineral,,Medium
616,0.4,7.7,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/616.gif,200,70,4,Snail Pokémon,"It has a strange physiology that responds to electricity. When together with Karrablast, Shelmet evolves for some reason.",Red,Ball,Unknown,Bug,,Medium
617,0.8,25.3,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/617.gif,75,70,4,Shell Out Pokémon,"Discarding its shell made it nimble. To keep itself from dehydrating, it wraps its body in bands of membrane.",Red,Arms,Unknown,Bug,,Medium
618,0.7,11.0,165,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/618.gif,75,70,4,Trap Pokémon,"For some reason, this Pokémon smiles slightly when it emits a strong electric current from the yellow markings on its body.",Brown,Fish,Unknown,Water1,Indeterminate,Medium
619,0.9,20.0,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/619.gif,180,70,4,Martial Arts Pokémon,"Though small, Mienfoo’s temperament is fierce. Any creature that approaches Mienfoo carelessly will be greeted with a flurry of graceful attacks.",Yellow,Upright,Unknown,Ground,Humanshape,Medium Slow
620,1.4,35.5,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/620.gif,45,70,4,Martial Arts Pokémon,"Delivered at blinding speeds, kicks from this Pokémon can shatter massive boulders into tiny pieces.",Purple,Upright,Unknown,Ground,Humanshape,Medium Slow
621,1.6,139.0,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/621.gif,45,70,4,Cave Pokémon,"Druddigon are vicious and cunning. They take up residence in nests dug out by other Pokémon, treating the stolen nests as their own lairs.",Red,Upright,Unknown,Dragon,Monster,Medium
622,1.0,92.0,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/622.gif,190,70,-1,Automaton Pokémon,"This Pokémon was created from clay. It received orders from its master many thousands of years ago, and it still follows those orders to this day.",Green,Humanoid,Unknown,Mineral,,Medium
623,2.8,330.0,169,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/623.gif,90,70,-1,Automaton Pokémon,"There’s a theory that inside Golurk is a perpetual motion machine that produces limitless energy, but this belief hasn’t been proven.",Green,Humanoid,Unknown,Mineral,,Medium
624,0.5,10.2,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/624.gif,120,35,4,Sharp Blade Pokémon,"A pack of these Pokémon forms to serve a Bisharp boss. Each Pawniard trains diligently, dreaming of one day taking the lead.",Red,Humanoid,Unknown,Humanshape,,Medium
625,1.6,70.0,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/625.gif,45,35,4,Sword Blade Pokémon,Violent conflicts erupt between Bisharp and Fraxure over places where sharpening stones can be found.,Red,Humanoid,Unknown,Humanshape,,Medium
626,1.6,94.6,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/626.gif,45,70,4,Bash Buffalo Pokémon,These Pokémon live in herds of about 20 individuals. Bouffalant that betray the herd will lose the hair on their heads for some reason.,Brown,Quadruped,Unknown,Ground,,Medium
627,0.5,10.5,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/627.gif,190,70,0,Eaglet Pokémon,"Its chick-like looks belie its hotheadedness. It challenges its parents at every opportunity, desperate to prove its strength.",White,Wings,Unknown,Flying,,Slow
628,1.5,41.0,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/628.gif,60,70,0,Valiant Pokémon,"Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water's surface.",Red,Wings,Unknown,Flying,,Slow
629,0.5,9.0,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/629.gif,190,35,8,Diapered Pokémon,Vullaby grow quickly. Bones that have gotten too small for older Vullaby to wear often get passed down to younger ones in the nest.,Brown,Wings,Unknown,Flying,,Slow
630,1.2,39.5,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/630.gif,60,35,8,Bone Vulture Pokémon,"They adorn themselves with bones. There seem to be fashion trends among them, as different bones come into and fall out of popularity.",Brown,Wings,Unknown,Flying,,Slow
631,1.4,58.0,169,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/631.gif,90,70,4,Anteater Pokémon,"A flame serves as its tongue, melting through the hard shell of Durant so that Heatmor can devour their insides.",Red,Upright,Unknown,Ground,,Medium
632,0.3,33.0,169,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/632.gif,90,70,4,Iron Ant Pokémon,"With their large mandibles, these Pokémon can crunch their way through rock. They work together to protect their eggs from Sandaconda.",Gray,Armor,Unknown,Bug,,Medium
633,0.8,17.3,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/633.gif,45,35,4,Irate Pokémon,"Because it can’t see, this Pokémon is constantly biting at everything it touches, trying to keep track of its surroundings.",Blue,Quadruped,Unknown,Dragon,,Slow
634,1.4,50.0,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/634.gif,45,35,4,Hostile Pokémon,Their two heads will fight each other over a single piece of food. Zweilous are covered in scars even without battling others.,Blue,Quadruped,Unknown,Dragon,,Slow
635,1.8,160.0,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/635.gif,45,35,4,Brutal Pokémon,The three heads take turns sinking their teeth into the opponent. Their attacks won’t slow until their target goes down.,Blue,Upright,Unknown,Dragon,,Slow
